case_id,z,z_next,sim
s0000,0,1,0.9736414756371543
s0000,1,2,0.9715853655837046
s0000,2,3,0.9676125098050973
s0000,3,4,0.9631136538244508
s0000,4,5,0.959831971174843
s0000,5,6,0.9586526670715448
s0000,6,7,0.9596576621244736
s0000,7,8,0.9609965723440355
s0000,8,9,0.9625610661722998
s0000,9,10,0.96131447551408
s0000,10,11,0.9583866395724404
s0000,11,12,0.9630295897789991
s0000,12,13,0.9693259581795781
s0000,13,14,0.9617648238523024
s0000,14,15,0.9681203366534401
s0000,15,16,0.9655527967771733
s0000,16,17,0.9682330142747144
s0000,17,18,0.9692217517826492
s0000,18,19,0.9708494617970024
s0000,19,20,0.9700627356268683
s0000,20,21,0.9697363054704563
s0000,21,22,0.9721314246283557
s0000,22,23,0.970136090163566
s0000,23,24,0.9686537435719699
s0000,24,25,0.9676089153261241
s0000,25,26,0.9672895335349818
s0000,26,27,0.9698345414986856
s0000,27,28,0.977274138019954
s0000,28,29,0.9687828843333834
s0000,29,30,0.9681723091373239
s0000,30,31,0.9761445279027343
s0001,0,1,0.7592282150655262
s0001,1,2,0.9671046161299257
s0001,2,3,0.9619035245435451
s0001,3,4,0.9704951087421045
s0001,4,5,0.9731246515323196
s0001,5,6,0.9630832187476839
s0001,6,7,0.9719416379695396
s0001,7,8,0.9658458660457737
s0001,8,9,0.9614073158038118
s0001,9,10,0.968624465397908
s0001,10,11,0.9688997359936078
s0001,11,12,0.9667244720605956
s0001,12,13,0.9712551211311552
s0001,13,14,0.9706801719688295
s0001,14,15,0.9760767166735708
s0001,15,16,0.9722737741639941
s0001,16,17,0.9698816524913431
s0001,17,18,0.957091305930972
s0001,18,19,0.9435800632504829
s0001,19,20,0.9423667083020277
s0001,20,21,0.9390088332316214
s0001,21,22,0.9269263333822014
s0001,22,23,0.9328395206859982
s0001,23,24,0.9481515663032941
s0001,24,25,0.966083993064801
s0001,25,26,0.9769717933704563
s0001,26,27,0.9718452573190696
s0001,27,28,0.9674538581541746
s0001,28,29,0.9558697791767046
s0001,29,30,0.9489444155935693
s0001,30,31,0.5898742338664352
s0002,0,1,0.5249957143381747
s0002,1,2,0.8760646393509279
s0002,2,3,0.9512144183819607
s0002,3,4,0.9620738375880894
s0002,4,5,0.9540924224069942
s0002,5,6,0.9548371189721819
s0002,6,7,0.945131398588856
s0002,7,8,0.9507471341826731
s0002,8,9,0.9457916864399738
s0002,9,10,0.9317650592398654
s0002,10,11,0.9359432100555971
s0002,11,12,0.9221889401114999
s0002,12,13,0.9467817669967948
s0002,13,14,0.9763247271579957
s0002,14,15,0.9835046272869491
s0002,15,16,0.9828560902520602
s0002,16,17,0.9795574747877667
s0002,17,18,0.980356962297129
s0002,18,19,0.9780031572429296
s0002,19,20,0.9808129438739697
s0002,20,21,0.9785693570171982
s0002,21,22,0.9794166589833683
s0002,22,23,0.9749182586556531
s0002,23,24,0.9699853464480057
s0002,24,25,0.9573091807881574
s0002,25,26,0.9537626689579266
s0002,26,27,0.9384233192741863
s0002,27,28,0.9435811891311897
s0002,28,29,0.9499430374447183
s0002,29,30,0.9456723840142734
s0002,30,31,0.7070435787899595
s0003,0,1,0.7761709615088861
s0003,1,2,0.779321420603991
s0003,2,3,0.7734496149674779
s0003,3,4,0.766430382338198
s0003,4,5,0.8248577924793389
s0003,5,6,0.8372166974662398
s0003,6,7,0.851634514711068
s0003,7,8,0.8769891416057707
s0003,8,9,0.8919995015749107
s0003,9,10,0.8810770638660378
s0003,10,11,0.8792272843111516
s0003,11,12,0.8838689498168893
s0003,12,13,0.9015726125344885
s0003,13,14,0.8974956214053487
s0003,14,15,0.8793177424477993
s0003,15,16,0.8210945777837715
s0003,16,17,0.8397713255118601
s0003,17,18,0.956262294146851
s0003,18,19,0.9458202438464651
s0003,19,20,0.9507398530896318
s0003,20,21,0.9586132962062118
s0003,21,22,0.9609753644003463
s0003,22,23,0.9554559013644534
s0003,23,24,0.9519782226929053
s0003,24,25,0.9445957684221915
s0003,25,26,0.9235235062358914
s0003,26,27,0.8941210351124174
s0003,27,28,0.8738732912589601
s0003,28,29,0.854753152172721
s0003,29,30,0.8424568239415778
s0003,30,31,0.8961455701569038
s0004,0,1,-0.00967049464677806
s0004,1,2,0.9115186399945169
s0004,2,3,0.9263430768131422
s0004,3,4,0.9274244503223114
s0004,4,5,0.9128251936807958
s0004,5,6,0.9141813391994075
s0004,6,7,0.933357232028584
s0004,7,8,0.9232652637096266
s0004,8,9,0.9233119007519044
s0004,9,10,0.899279649197876
s0004,10,11,0.9462867477199908
s0004,11,12,0.9120353085076618
s0004,12,13,0.9327895151205038
s0004,13,14,0.9648138660322105
s0004,14,15,0.9601018630839248
s0004,15,16,0.9695946797934875
s0004,16,17,0.9704122679633398
s0004,17,18,0.9697675324298646
s0004,18,19,0.9697202547026208
s0004,19,20,0.9531709653936256
s0004,20,21,0.921845212590062
s0004,21,22,0.8573946777579807
s0004,22,23,0.8797430505044602
s0004,23,24,0.8085558437818153
s0004,24,25,0.8381495295662167
s0004,25,26,0.8029063923557876
s0004,26,27,0.7648113873733864
s0004,27,28,0.7772884656522835
s0004,28,29,0.813830989152358
s0004,29,30,0.7564628115129564
s0004,30,31,0.0005170070040524587
s0006,0,1,0.9726164933743118
s0006,1,2,0.9760547858240026
s0006,2,3,0.9784880770700254
s0006,3,4,0.9819054838919785
s0006,4,5,0.9814855612655787
s0006,5,6,0.9736407433841271
s0006,6,7,0.964311879302513
s0006,7,8,0.9689824812156358
s0006,8,9,0.9526623645517533
s0006,9,10,0.9544110492351326
s0006,10,11,0.959516352908655
s0006,11,12,0.9483902635653755
s0006,12,13,0.9397027593681039
s0006,13,14,0.9309318831511956
s0006,14,15,0.9179491411163676
s0006,15,16,0.9458338969087775
s0006,16,17,0.9452455827805225
s0006,17,18,0.9503483337274324
s0006,18,19,0.9623310239672762
s0006,19,20,0.9718971833468795
s0006,20,21,0.9745335075422923
s0006,21,22,0.9773094669072372
s0006,22,23,0.9789411619820927
s0006,23,24,0.9729095386034247
s0006,24,25,0.9683723889772808
